,title,company,rating,search_city,location,salary,age,summary
245,FP&A Analyst,The Perfume Shop,3.9,Oxford,High Wycombe HP12,,30+ days ago,"A Data analyst who is used to compiling data to spot trends, delivers analysis to aid decision making.Ability to analyse and interpret financial data."
246,General IT Admin (Data Analyst),Skypath,,Oxford,Berkshire,"£20,000 a year",30+ days ago,"Rare opportunity for individuals with strong attention to details looking for their first job in IT more on the Data side, someone with experience in Excel,…"
247,Research / Panel Data Analyst,Nicholson Glover Consulting,,Oxford,Buckinghamshire,,30+ days ago,"Working with raw panel data as part of a client facing team, this role will be using the data analysis toolkit, creating presentations and reports based on…"
248,Data and Compliance Manager,Impact Futures,,Oxford,Berkshire,,14 days ago,Experience of working with data and MI within a government funded organisation.An understanding of how data and compliance links to quality and Ofsted.
249,D365 CE Data Analyst,Catch Resource Management Ltd,,Oxford,Reading,£450 - £550 a day,30+ days ago,Our leading client is seeking a D365 CE Data Analyst who has excellent skills within MDM.MS Dynamics CRM Data migration and integration.
250,Internship opportunities for students: Business Operations,Microsoft,4.2,Oxford,Reading,"£17,000 a year",30+ days ago,"From data analyst roles to PR and marketing, sales and technical roles, no matter what you are studying there is a place for you at Microsoft."
251,Data Analyst,Allen Associates,4.9,Oxford,,"£40,000 - £45,000 a year",4 days ago,As the Data Analyst some of your duties will include:As the Data Analyst you will have advanced excel skills and will have brilliant attention to detail.
252,Data Analyst/Developer,Dimensions UK Ltd,3.0,Oxford,,"£31,000 a year",Just posted,"As part of the Data Development Team in the IT Department, the Data Analyst / Developer will manage, analyse and report on data supporting Dimensions’ business…"
253,Data Analyst and Systems Support,Ultimate Activity Camps,3.9,Oxford,,"£19,000 - £21,000 a year",30+ days ago,"Role: *Data Analyst and Systems Support.Produce weekly reports to support business data across all areas of the business (bookings, finance, operations, HR &…"
254,More Info,Ultimate Activity Camps,3.9,Oxford,Oxfordshire,"£19,000 - £20,000 a year",30+ days ago,Role: Data Analyst and Operations Systems Support.Business operations as a junior Data Analyst – a great first step for someone with aspirations.
255,Data Analyst – £35k (12 months Fixed Term Contract),Dome Recruitment,,Oxford,Buckinghamshire,"£35,000 a year",30+ days ago,Data Analyst – £35k (12 months Fixed Term Contract).I’m recruiting for a Data Analyst for a global technology company.Power BI & strong Excel skills.
256,Internship opportunities for students: Business Consulting,Microsoft,4.2,Oxford,Reading,"£17,000 a year",30+ days ago,"From data analyst roles to PR and marketing, sales and technical roles, no matter what you are studying there is a place for you at Microsoft."
257,Junior Insight Analyst,Blue Pelican,2.7,Oxford,Buckinghamshire,"£20,000 - £30,000 a year",30+ days ago,"You’ve recently Graduated having studied Mathematics and Statistics (or something similar) and have ended up in a boring, junior Data Analyst role with no real…"
258,MRO Data Analyst,Cubiq Recruitment,,Oxford,Kidlington OX5,,30+ days ago,Validation of volume data and validation protocols.Collation and analysis of data from ERP and MIS applications.Preparation of Operational Reports (KPI’s).
259,Business Intelligence Analyst,GCS Recruitment Specialists Ltd,5.0,Oxford,Reading,"£32,000 - £35,000 a year",17 days ago,"Previous experience in a data analyst position.BI, Analyst, Data, Excel, Financial, Non financial, SAP Business Objects, Reporting, Reports, Microsoft Office,…"
260,Internship opportunities for students: Sales,Microsoft,4.2,Oxford,Reading,"£17,000 a year",30+ days ago,"From data analyst roles to PR and marketing, sales and technical roles, no matter what you are studying there is a place for you at Microsoft."
261,Internship opportunities for students: Customer Facing Techn...,Microsoft,4.2,Oxford,Reading,"£17,000 a year",30+ days ago,"From data analyst roles to PR and marketing, sales and technical roles, no matter what you are studying there is a place for you at Microsoft."
262,Researcher - Protection Insurance,Additional Resources,,Oxford,Buckinghamshire,"£22,000 - £26,000 a year",30+ days ago,"Key Words: Researcher, Insurance researcher, Protection Insurance, Insurance, Life assurance, Critical illness, Income protection, Medical insurance, Financial…"
263,Learner Support Coach/Assessor,Pertemps Network Group,3.5,Oxford,Reading,"£25,000 - £28,000 a year",30+ days ago,""" IT and Telecoms, Software Developer, Network Engineers, Cyber, Data Analyst, IT Technical Sales, Digital Marketing.Competitive Salary up to £28000."
264,Data Analyst,Allen Associates,4.9,Oxford,,"£40,000 - £45,000 a year",4 days ago,As the Data Analyst some of your duties will include:As the Data Analyst you will have advanced excel skills and will have brilliant attention to detail.
265,Senior Data Analyst,Robert Half United Kingdom,3.9,Oxford,,"£45,000 - £55,000 a year",30+ days ago,"As Senior Data Analyst, you will join a growing data science/analytics team and be responsible for working with high volumes of data."
266,Senior Data Analyst - SQL,Metrica Recruitment,,Oxford,,"£45,000 - £55,000 a year",30+ days ago,"As a senior data analyst, you will be accountable for tackling a wide array of complex issues across a number of different analytical areas, including; customer…"
267,German Speaking Data Analyst,Widen the Net Limited,,Oxford,,£185 a day,30+ days ago,German Speaking Retail Analyst / Retail Data Analyst Forecasting Analyst / Data Analyst / Insight Analyst / Business Data Analyst - Retail Analytics Software…
268,Data Analyst,Simplified Recruitment,,Oxford,,"£45,000 - £50,000 a year",6 days ago,The ideal Data Analyst will:An exciting opportunity has arisen for a Data Analyst to join our client's Business Process & Improvements department.
269,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
270,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
271,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
272,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
273,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
274,Editorial Assistant - Routledge Education,Informa,3.6,Oxford,Abingdon OX14,,13 days ago,"Taylor & Francis Group an Informa Business.Taylor & Francis Group an Informa Business.We are looking for a highly motivated, enthusiastic candidate with…"
275,Senior Business Analyst,Health Education England,3.7,Oxford,Oxford,"£30,401 a year",Just posted,The role requires advanced analytical skills and the ability to guide and advise on business intelligence and information management.
276,Head of Business Intelligence,Ampersand Consulting,3.7,Oxford,Reading,"£60,000 - £70,000 a year",30+ days ago,Responsible for management and co-ordination of the business intelligence team to meet business commitments and priorities.
277,Lead Business Insights,Harley-Davidson,3.7,Oxford,Oxford,,30+ days ago,"Develop business intelligence through a variety of disparate internal and external sources.Proven business acumen and demonstrated ability to conduct, manage…"
278,Business Intelligence Analyst,Ampersand Consulting,3.7,Oxford,Reading,"£40,000 - £45,000 a year",30+ days ago,"Responsibilities of the Business Intelligence Analyst (MSSQL, SSIS, SSRS, ETL).Skills required for the Business Intelligence Analyst (MSSQL, SSIS, SSRS, ETL)."
279,VR/06909 - Business Intelligence Partner,Barna Shields Recruitment,4.5,Oxford,Oxford,"£52,306 a year",29 days ago,Job Title: VR/06909 Business Intelligence Partner.Reports to:  Head of Business Intelligence.Duties for the Business Intelligence Partner will include: *.
280,Senior Business Intelligence Analyst,Ampersand Consulting,3.7,Oxford,Reading,"£45,000 - £50,000 a year",30+ days ago,"Responsibilities of the Senior Business Intelligence Analyst (MSSQL, SSIS, SSRS, ETL).Skills required for the Senior Business Intelligence Analyst (MSSQL, SSIS…"
281,Business Intelligence Manager,Vodafone,3.9,Oxford,Newbury,,6 days ago,Also a proven track record of delivery projects to time and budget as well as managing projects that involve constrained resource teams and significant business…
282,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
283,Business Development Manager - Sales,CV Locator,,Oxford,,"£25,000 a year",11 days ago,We are seeking a highly self-motivated Business Development Manager who will propel this dynamic company to achieve and surpass its huge growth potential.
284,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
285,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
286,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
287,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
288,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
289,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
290,Business Analyst,Care UK Healthcare,2.2,Oxford,Reading RG1,"£38,000 a year",3 days ago,Ideally Degree level capability but not necessarily in a computer based discipline with Business Analyst certification.Medical Director – Secondary Care UK.
291,Business Intelligence Analyst,GCS Recruitment Specialists Ltd,5.0,Oxford,Reading,"£32,000 - £35,000 a year",17 days ago,Looking for a Business Intelligence Analyst to join the Business Intelligence team within the Healthcare Sector.Previous experience in a data analyst position.
292,Business Intelligence Analyst – Power BI / SQL / Excel,Venturi,5.0,Oxford,Berkshire,"£30,000 - £38,000 a year",30+ days ago,Key responsibilities of the Business Intelligence Analyst:Essential Skills of the Business Intelligence Analyst:Peer test and review other team member’s work.
293,Business intelligence analyst,Capita IT Resourcing,3.5,Oxford,Reading,"£35,000 - £37,500 a year",30+ days ago,Take responsibility when required to monitor the business intelligence support desk.Proven experience working as a business analyst in a business intelligence…
294,Data Scientist,Natter ai,,Oxford,Charlbury,,30+ days ago,Experience using business intelligence tools and data frameworks.Analytical mind and business acumen.Propose solutions and strategies to business challenges.
295,Delivery Driver & Office Support,Wiltshire Farm Foods,3.7,Oxford,Witney,£8.75 - £9.75 an hour,Just posted,"Feeding back relevant business intelligence.Wiltshire Farm Foods, Unit D1, New Yatt Business Centre.Wiltshire Farm Foods have been delivering great food for…"
296,Junior Web Developer,Data Kraken Consultancy Ltd,,Oxford,Oxford,"£18,000 - £25,000 a year",18 days ago,We are looking for a developer with strong programming knowledge and an education in Computer Science (A-level/Diploma/Degree).
297,Business Intelligence Data Warehouse Architect - some home w...,Nuance,3.3,Oxford,Marlow,,21 days ago,"Technical authority of solution designs for Nuance Business Intelligence systems.Responsible for optimizing, maintaining and supporting the Data Warehouse and…"
298,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
299,Automation Marketing Campaign Specialist,Taylor & Francis Group,3.4,Oxford,,,30+ days ago,"Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals Network Marketing team, reporting into and…"
300,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
301,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
302,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
303,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
304,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
305,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
306,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
307,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
308,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
309,Consumer Analytics Student Placement 2020,Johnson & Johnson Family of Companies,4.2,Oxford,High Wycombe,,30+ days ago,"Strong commercial and business acumen.You will have multiple stakeholders across the business, including senior leaders and board members."
310,Chatbot Conversation Designer Internship,Natter ai,,Oxford,Charlbury,,30+ days ago,Write and develop chatbot conversation architecture.Adapt the chatbot conversation design to meet our clients’ needs.Strong emphasis on quality assurance.
311,Data Engineer / Business Intelligence Developer,AirTanker,,Oxford,Carterton,,30+ days ago,"Data Engineer / Business Intelligence Developer.Providing real time reporting relating to Management Information (MI) and Business Intelligence (BI), in order…"
312,Senior business intelligence analyst,Capita IT Resourcing,3.5,Oxford,Reading,"£40,000 - £45,000 a year",30+ days ago,Take responsibility when required to monitor the business intelligence support desk.Proven experience working as a business analyst in a business intelligence…
313,Business Development Manager - Sales,CV Locator,,Oxford,Oxford,"£25,000 a year",11 days ago,We are seeking a highly self-motivated Business Development Manager who will propel this dynamic company to achieve and surpass its huge growth potential.
314,Technical Specialist - Business Applications (CRM),Microsoft,4.2,Oxford,Reading,,30+ days ago,Familiarity with business intelligence and analytics related to field service and project processes.Communicate competitive intelligence from the field to R&D…
315,Content Executive - Data Insight Specialist,Informa,3.6,Oxford,Abingdon OX14,,30+ days ago,"The content team works to drive discoverability and awareness in key areas of interest for our diverse audiences, guiding in the creation of effective digital…"
316,Technical Team Manager – Application Operations,Primark,3.6,Oxford,Reading,,Today,Develop comprehensive knowledge of how areas of business integrate to accomplish business goals.Provide input into the business continuity planning.
317,Service Delivery Manager,Informa,3.6,Oxford,Abingdon OX14,,30+ days ago,"Developing collaborative partnerships across all Key Technology, Product & Business Stakeholders on the overall customer life cycle roadmap to delivery expected…"
318,Corporate Sales Business Development Manager,Informa,3.6,Oxford,Abingdon OX14,,5 days ago,Taylor & Francis Group an Informa Business.Taylor & Francis Group an Informa Business.We currently have an opportunity for a Business Development Manager to…
319,Automation Marketing Campaign Specialist,Taylor & Francis Group,3.4,Oxford,,,30+ days ago,"Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals Network Marketing team, reporting into and…"
320,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
321,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
322,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
323,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
324,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
325,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
326,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
327,Marketing Automation Specialist,Informa,3.6,Oxford,Abingdon OX14,,6 days ago,Taylor & Francis Group an Informa Business.Taylor & Francis Group an Informa Business.The Marketing Automation Specialist supports the CRM Marketing team to…
328,Data Analyst,Newbury Building Society,4.3,Oxford,Newbury,"£32,000 - £35,000 a year",30+ days ago,"Hours: 35 hours per week.Salary: Starting at £32,000 rising to £35,000 based on evidenced performance.Closing date: 20 Janaury 2020."
329,Junior Javascript Developer,Natter ai,,Oxford,Charlbury,,30+ days ago,"Together with a dedicated team of highly skilled developers, be responsible for maintaining and developing all parts of a complex service-oriented system."
330,Conversation Engineer,Natter ai,,Oxford,Charlbury,,30+ days ago,"We are looking for a talented Conversation Engineer to join the growing team at startup Natter.ai.You will help us define, design and build AI powered Chatbots…"
331,Automation Marketing Campaign Specialist,Informa,3.6,Oxford,Abingdon OX14,,30+ days ago,Taylor & Francis Group an Informa Business.Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals…
332,Account Manager,Natter ai,,Oxford,Charlbury,,30+ days ago,Develop new business with existing clients and/or identify areas of improvement to meet sales quotas.Operating as the lead point of contact for any and all…
333,Critical Systems Support Officer,South Central Ambulance Service,3.4,Oxford,Bicester,"£30,401 - £37,267 a year",10 days ago,"The successful applicant will demonstrate an ability to liaise and communicate effectively with range of internal stakeholders (e.g. Planning Team, ICT…"
334,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
335,Automation Marketing Campaign Specialist,Taylor & Francis Group,3.4,Oxford,,,30+ days ago,"Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals Network Marketing team, reporting into and…"
336,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
337,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
338,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
339,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
340,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
341,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
342,Global Finance Systems Manager,Butler Rose Ltd,,Oxford,Didcot,"£70,000 - £80,000 a year",30+ days ago,"You will look to lead the systems accounting team and will be working closely with financial control, commercial finance, business intelligence, IT, operations…"
343,Software Engineering Team Lead,Animal Dynamics,,Oxford,Oxford,,30+ days ago,"Understanding of the application of AI/ML to business intelligence gathering, business optimisation or automated decision making.Benefits… what do you get?"
344,Global Product Consultant,CDK Global,3.1,Oxford,Hungerford RG17,,19 days ago,"Knowledge of Data Visibility, Reporting or Business Intelligence products is desirable but not essential.What will you be doing?"
345,Bi Capability Analyst,Vodafone,3.9,Oxford,Newbury,,6 days ago,"Typically reports to the Business Intelligence Manager.The Business Intelligence (BI) delivers Business Intelligence (BI) capabilities, which play a key role…"
346,Senior Business Intelligence Analyst - Senior BI Analyst,Reflex Computer Recruitment Ltd,,Oxford,Reading,,30+ days ago,Senior Business Intelligence Analyst - Senior BI Analyst.The key responsibilities for the Senior Business Intelligence Analyst are.
347,Analytics and Insight Lead,Jenrick Group,,Oxford,Reading,"£80,000 a year",12 days ago,"Lead workshops, requirement gathering, and creation of business requirements documentation.Track industry trends to enable proactive consulting on…"
348,BI Developer – SQL Server / ETL / SSIS / DWH / Kimball / SSA...,Venturi,5.0,Oxford,Berkshire,"£45,000 - £55,000 a year",30+ days ago,"As the BI Developer, you will be working within the technical BI team with other developer to design, develop and maintain new and BAU Data Warehouse reporting…"
349,Sales Executive,Natter ai,,Oxford,Charlbury,,30+ days ago,"Strong communication skills with strong business related knowledge.Owning all new leads/enquiries coming in to the business, striving to close each sale."
350,Data Analyst,Pertemps Network Group,3.5,Oxford,Aylesbury,£12.51 - £13.83 an hour,13 days ago,"Experience within a specialist Business Intelligence & Insight team.Keep up to date with Business Unit, Council and Partner development, identify areas where…"
351,Database and Reporting Officer,University of Buckingham,4.4,Oxford,Buckingham,"£30,000 a year",30+ days ago,"SQL, HTML, T-SQL, MS Reporting, Excel, SITS, Crystal reports, Business intelligence, Occam, MySQL, Workbench, VB scripting, DBA, Oracle, Linux, Windows Server,…"
352,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
353,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
354,Automation Marketing Campaign Specialist,Taylor & Francis Group,3.4,Oxford,,,30+ days ago,"Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals Network Marketing team, reporting into and…"
355,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
356,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
357,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
358,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
359,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
360,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
361,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
362,BI Developer – SQL Server / SSRS / SSIS / DWH / SSAS,Venturi,5.0,Oxford,Berkshire,"£45,000 - £55,000 a year",30+ days ago,"As the BI Developer, you will be working within the technical BI team with other developer to design, develop and maintain new and BAU Data Warehouse reporting…"
363,Data Warehouse Developer – BI / ETL / SSIS / DWH / Kimball,Venturi,5.0,Oxford,Berkshire,"£40,000 - £50,000 a year",30+ days ago,"As the Data Warehouse Developer, you will be working within the technical BI team with other developer to design, develop and maintain new and BAU Data…"
364,"Business Development Representative, EMEA",Intelex Technologies,,Oxford,Reading,,30+ days ago,Report business intelligence and market trends to help build out messaging for targeted audiences.Report business intelligence and market trends to help build…
365,"Associate, Post Award Budget Development (Proposals)",Premier Research Group Limited,,Oxford,Reading,,30+ days ago,Proactively building and maintaining internal and external relationships that support the gathering of business intelligence to support financial & specific…
366,Graduate BI Analyst,Wade Macdonald,,Oxford,Berkshire,,21 days ago,"Graduate IT Business Intelligence Analyst.BI software/environment queries & training issues (e.g. Business Objects, Pan Intelligence, SQL Server)."
367,BI Developer,Venturi,5.0,Oxford,Reading,"£55,000 - £60,000 a year",30+ days ago,As the BI Developer you will be Joining a rapidly expanding telecoms business working with the latest Business Intelligence and Analytics technologies.
368,BI Analyst,Michael Page UK,3.3,Oxford,Reading,"£40,000 - £50,000 a year",30+ days ago,"BI Analyst, Business Intelligence Analyst, Reporting Analyst, BI Developer.Working closely with the Head of IT you will be a key player in implementing Power…"
369,Senior Systems Engineer,Abbott Laboratories,4.0,Oxford,Witney,,30+ days ago,"You will be contributing to the design and development of software applications, data analytics and business intelligence to support highly automated and…"
370,MI Analyst – Excel / PivotTables / SQL / Reports,Venturi,5.0,Oxford,Berkshire,"£30,000 - £39,000 a year",30+ days ago,Key skills: BI / Business Intelligence / Analyst / Analysis / Reporting / MIS / MI / Management Information / Power BI / SQL / Excel / Report Builder / SSRS /…
371,Senior Database Developer,Ampersand Consulting,3.7,Oxford,Reading,"£40,000 - £45,000 a year",30+ days ago,"Monitor the Business Intelligence support desk, sizing tasks and bugs in reports and data processes, liaising with ticket requestors and your BI colleagues to…"
372,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
373,Web-Marketing Coordinator (maternity cover),Taylor & Francis Group,3.4,Oxford,,,Just posted,Taylor & Francis Group an Informa Business.Able to use business acumen gained from learning and past experiences to improve day-to-day working.
374,Automation Marketing Campaign Specialist,Taylor & Francis Group,3.4,Oxford,,,30+ days ago,"Taylor & Francis Group an Informa Business.The Automation Campaign Specialist will be a core member of the Journals Network Marketing team, reporting into and…"
375,Business Intelligence Analyst / Developer,Evolution Recruitment Solutions,4.3,Oxford,,,30+ days ago,The successful candidate will need strong communication skills to liaise with business stakeholders to gather requirements and provide regular feedback to the…
376,Web Marketing Executive,Taylor & Francis Group,3.4,Oxford,,,Just posted,"Taylor & Francis Group an Informa Business.Ability to understand and translate the needs of customers and make effective decisions based on feedback, evidence…"
377,Specialist Analyst,A2Z Trading & Investment Limited,,Oxford,,,8 days ago,The role requires a resourceful individual with a high level of tenacity and equipped with the motivation and skills necessary to identify and examine critical…
378,Business Intelligence Analyst,eBay Inc.,3.9,Oxford,,,18 days ago,Comfortable with gathering requirements from different business user groups.Responsibility for the delivery of new product analysis to the business/key…
379,Corporate Sales Business Development Manager,Taylor & Francis Group,3.4,Oxford,,,6 days ago,Taylor & Francis Group an Informa Business*.We currently have an opportunity for a Business Development Manager to join our UK based professional and corporate…
380,Marketing Automation Specialist,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business*.The Marketing Automation Specialist supports the CRM Marketing team to drive the use of email marketing automation…
381,Sustainability Manager,Taylor & Francis Group,3.4,Oxford,,,7 days ago,Taylor & Francis Group an Informa Business.Work with targeted teams to identify business opportunity from the SDG agenda and support specific projects within…
382,MicroStrategy Consultant,CV Screen,,Oxford,Reading,"£50,000 a year",30+ days ago,The MicroStrategy Consultant / Business Intelligence Analyst will have the following experience:CV Screen Ltd acts as an employment agency for permanent…
383,Solutions Engineer,Psixty Recruitment,,Oxford,Thames Valley,"£120,000 a year",12 days ago,"Uncover true business needs, lead discovery meetings and produce custom demos.Prior representation of BI/business intelligence, analytics, distributed…"
384,SuccessFactors Consultant (SuccessFactors – Onboarding),Venturi,5.0,Oxford,Reading,,30+ days ago,Venturi operates as an employment agency and employment business.3 months contract – view to extend.My client urgently requires a SuccessFactors Consultant …
385,Senior BI Analyst,Biffa Waste Services,3.0,Oxford,High Wycombe,"£40,000 - £43,000 a year",24 days ago,"To have used, to an advanced level, at least one Business Intelligence tool that used a data warehouse.Translating business requirements into a technical…"
