,title,company,rating,search_city,location,salary,age,summary
0,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
1,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
2,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
3,In vitro Pharmacologist/Enzymologist,Exscientia,,Oxford,Oxford,,30+ days ago,"The Discovery Biology team in Exscientia is responsible for enabling small-molecule therapeutic projects by providing GPCR biology, protein production,…"
4,Research Associate on Enabling Rapid Adoption of Artificial...,University of Oxford,4.3,Oxford,Oxford,,30+ days ago,"The Department of Computer Science has a vacancy for a Research Associate on the ""Enabling Rapid Adoption of Artificial Intelligence through an Anonymised Data…"
5,Senior Research Associate in Artificial Intelligence and Sem...,University of Oxford,4.3,Oxford,Oxford,"£32,817 - £40,322 a year",30+ days ago,Senior Research Associate in Artificial Intelligence and Semantic Technology - 2 posts.We are pleased to announce the availability of a full-time Senior…
6,Research Associate in Artificial Intelligence and Semantic T...,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,Research Associate in Artificial Intelligence and Semantic Technology.We are pleased to announce the availability of a full-time Research Associate position in…
7,Senior Research Associate in Artificial Intelligence and Sem...,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,Senior Research Associate in Artificial Intelligence and Semantic Technology.We are pleased to announce the availability of a full-time Senior Research…
8,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
9,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
10,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
11,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
12,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
13,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
14,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
15,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
16,Context Software Engineer Intern,Oracle,3.8,Oxford,Reading,,10 days ago,"Martin Porter; the Oracle Data Cloud contextual intelligence group has deep roots in the use of natural language processing, and information retrieval…"
17,Technical Adviser for Data and Artificial Intelligence Azure...,Microsoft,4.2,Oxford,Reading,,30+ days ago,"Ensure your team builds the deep technical expertise, agility and excellent communication and interpersonal skills needed to support our customers effectively."
18,Head of IT,Exscientia,,Oxford,Oxford,,28 days ago,Who are we and what is the role?Exscientia offers an intellectually stimulating and fast paced work environment.What will you be doing in this role.
19,Protein Scientist / Crystallographer,Exscientia,,Oxford,Oxford,,30+ days ago,"The Discovery Biology team in Exscientia is responsible for enabling small-molecule therapeutic projects by providing GPCR biology, protein production,…"
20,Molecular Biologist / Protein Scientist,Exscientia,,Oxford,Oxford,,30+ days ago,"The Discovery Biology team in Exscientia is responsible for enabling small-molecule therapeutic projects by providing GPCR biology, protein production,…"
21,In vitro pharmacologist/screening specialist,Exscientia,,Oxford,Oxford,,30+ days ago,"Exscientia is at the forefront of Artificial Intelligence (AI)-driven drug discovery and design.By applying a rapid design-make-test cycle, the Exscientia AI…"
22,UKAEA Advanced Computing Talent Pool,CCFE,3.6,Oxford,Culham,,30+ days ago,"This is driving rapid growth at UKAEA to exploit new capabilities, creating exciting opportunities for talented, driven individuals to be part of a highly…"
23,Clinical Research Scientist,Ultromics,,Oxford,Oxford,,18 days ago,The Clinical Research Scientist has a background in clinical or biomedical research.They are responsible for the design and management of clinical research…
24,Fraud & Security Intelligence Solution Expert Public Sector,SAS Institute Inc,,Oxford,Marlow,,13 days ago,"Deliver training on SAS Fraud technology solutions to regional teams including positioning, capabilities and benefits, POV best practice, competitive…"
25,EMEA Sales Leader Financial Services and Fintech,NVIDIA,4.2,Oxford,Reading,,30+ days ago,"Building strategic relationships with the EMEA Financial Services ecosystem including global banks, insurers, startups, software & consulting companies,…"
26,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
27,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
28,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
29,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
30,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
31,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
32,"Content, Community & Social Media Specialist",Mind Foundry,,Oxford,Oxford,,30+ days ago,A key role in an Artificial Intelligence/Machine Learning start-up born at the University of Oxford.In return you can expect:A key role in an Artificial…
33,Technical Project Manager,University of Oxford,4.3,Oxford,Oxford,"£41,526 - £49,553 a year",8 days ago,"NCIMI is a consortium led by the University of Oxford and includes 15 NHS hospitals, industry (including GE Healthcare and Alliance Medical), charities, and…"
34,Research Associate on â€œInterpretable and Explainable Deep...,University of Oxford,4.3,Oxford,Oxford,"£32,817 - £40,322 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a vacancy for a Research Associate on “Interpretable and…
35,Research Associate on Interpretable and Explainable Deep Lea...,University of Oxford,4.3,Oxford,Oxford,"£32,817 - £40,322 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a vacancy for a Research Associate on “Interpretable and…
36,Postdoctoral Research Fellows in AI and Sustainable Developm...,University of Oxford,4.3,Oxford,Oxford,"£44,045 a year",1 day ago,"The successful candidates will hold, or be nearing completion of, either a relevant PhD in a relevant human or social science, preferably business, law, or…"
37,Finance Analyst/Associate,Exscientia,,Oxford,Oxford,,30+ days ago,Be the first source of information and intelligence for Company’s senior management regarding market developments and changes.What you'll be working on.
38,Senior Research Associate on Enabling Rapid Adoption of Arti...,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,Senior Research Associate on Enabling Rapid Adoption of Artificial Intelligence through an Anonymised Data Protocol and Explainable Models.
39,Business Development Representative,Mind Foundry,,Oxford,Oxford,,30+ days ago,A key role in an Artificial Intelligence/Machine Learning start-up born at the University of Oxford.In return you can expect:A key role in an Artificial…
40,Content Marketing Executive,Synchro Recruitment,,Oxford,Abingdon,"£20,000 - £25,000 a year",14 days ago,Do you have a proven track record in digital marketing and experience in content and copywriting?Due to continued growth and extremely exciting times for our…
41,Application Engineer,ATA Recruitment Ltd,3.8,Oxford,Oxford,"£40,000 - £45,000 a year",8 days ago,Salary £40000.0000 - 45000.0000 per year 10% bonus + pension 6% employer + health care + life insurance + immediate start available.
42,Financial Accountant,Robert Half United Kingdom,3.9,Oxford,,"£45,000 a year",30+ days ago,My client is a software intelligence company providing application performance management and artificial intelligence.
43,Associate Vice President,TalentPartners.js,,Oxford,,,20 days ago,"TalentPartners.js works closely with executives and investors at hypergrowth startups across Europe & Silicon Valley, and helps build leading executive,…"
44,DevOps Engineer,Cortex IT Recruitment,,Oxford,,"£30,000 - £40,000 a year",30+ days ago,"An interest or commercial experience in Machine Learning, Artificial Intelligence and Big Data.Deploy and Configure our products to multiple Blue-chip clients."
45,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
46,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
47,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
48,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
49,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
50,"Enterprise Sales Executive, UK Financial Services & Fintech",NVIDIA,4.2,Oxford,Reading,,30+ days ago,"We are looking for an Enterprise Sales Executive, UK Financial Services & Fintech.Working across all major internal functional areas (engineering, sales,…"
51,Ethics in AI Institute Director,University of Oxford,4.3,Oxford,Oxford,,30+ days ago,"The University now seeks a Director for the Institute to provide intellectual vision and to give strategic leadership to the Institute, as it establishes its…"
52,Electron Microscopy Development S...,The Rosalind Franklin Institute,,Oxford,Harwell,"£36,000 - £43,000 a year",30+ days ago,"Knowledge of artificial Intelligence / machine learning as applied to EM data.Within the Correlated Imaging theme, a key aim is to increase the time resolution…"
53,Research Associate on Interpretable and Explainable Deep Lea...,University of Oxford,4.3,Oxford,Oxford,"£32,817 - £40,322 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a vacancy for a Research Associate on “Interpretable and…
54,Clinical Project Manager,Ultromics,,Oxford,Oxford,,18 days ago,"As a Clinical Project Manager in Ultromics, you will play a key role helping to support the expansion in the company’s clinical research programme."
55,Business Intelligence Manager,Vodafone,3.9,Oxford,Newbury,,6 days ago,"Join Vodafone UK Big Data and work with sophisticated technologies, turning unstructured data into something pragmatic, to solve real-world problems."
56,"Placement- Legal (July 2020, 12 month placement)",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Legal (July 2020, 12 month placement)-19001AA8.Placement- Legal (July 2020, 12 month placement).Oracle is one of the few bucking this trend."
57,Research Associate on “FakeNewsRank: A Ranking for Detecting...,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,"You will hold a PhD/DPhil (or be close to completion) in Computer Science, Mathematics, Statistics, Engineering, Computational Linguistics, or related…"
58,Alliance Manager Developer Relations - Healthcare,NVIDIA,4.2,Oxford,Reading,,30+ days ago,"Working knowledge with machine learning, deep learning, artificial intelligence platforms.This role requires an experienced technical business manager who…"
59,Head of Molecular Structure Eluci...,The Rosalind Franklin Institute,,Oxford,Harwell,"£60,000 - £100,000 a year",30+ days ago,Collaborate with national and international theoretical chemistry experts regarding DFT-based algorithms and their combination with artificial intelligence/deep…
60,DevOps Engineer,Cortex IT Recruitment,,Oxford,,"£30,000 - £40,000 a year",30+ days ago,"An interest or commercial experience in Machine Learning, Artificial Intelligence and Big Data.Deploy and Configure our products to multiple Blue-chip clients."
61,Financial Accountant,Robert Half United Kingdom,3.9,Oxford,,"£45,000 a year",30+ days ago,My client is a software intelligence company providing application performance management and artificial intelligence.
62,PHP Developer,Cortex IT Recruitment,,Oxford,,,30+ days ago,"This does not just simply mean developing sophisticated websites; they're keen to increase their client base, improve client retention and experience and also…"
63,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
64,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
65,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
66,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
67,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
68,Graduate Software Developer - 2020 Intake,Ericsson,4.1,Oxford,Reading,,30+ days ago,"Knowledge of Automation / Artificial Intelligence / Machine Learning.Technical skill requirements will vary depending on the solutions areas, so you will be…"
69,"Placement- Human Resources (July 2020, 12 month placement)",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Human Resources (July 2020, 12 month placement)-19001AA7.Placement- Human Resources (July 2020, 12 month placement).Working as part of a team."
70,"Enterprise Sales Executive, UK Retail & Manufacturing",NVIDIA,4.2,Oxford,Reading,,30+ days ago,"Developing and executing the UK go to market, in line with the global strategy for Retail & Manufacturing.Working across all major internal functional areas …"
71,Engineering Graduate,Oxford Technical Solutions,,Oxford,Bicester OX25,,30+ days ago,"The Software team is responsible for investigating leading technologies such as artificial intelligence, as well as designing, developing and maintaining GUI…"
72,Client Services Manager,Synchro Recruitment,,Oxford,Didcot,"£35,000 - £42,500 a year",30+ days ago,You will work closely within the service delivery team and liaise closely with the professional services and project management function during go lives of the…
73,Business Development Executive,Synchro Recruitment,,Oxford,Abingdon,"£25,000 - £28,000 a year",13 days ago,"You will be researching potential prospects, their companies and gathering market intelligence.Business Development Executive – Lead Generation."
74,EMEA Developer Relations Manager - Financial Technology,NVIDIA,4.2,Oxford,Reading,,30+ days ago,"You should have a strong working knowledge of one or more aspects of GPU-accelerated computing, including artificial intelligence, deep learning, data analytics…"
75,Research Software Engineer - Swar...,The Rosalind Franklin Institute,,Oxford,Harwell,"£36,000 - £43,000 a year",6 days ago,"The Rosalind Franklin Institute is currently expanding and looking to recruit a Research Software Engineers (RSE) as part of its Artificial Intelligence theme,…"
76,Business Intelligence Data Warehouse Architect - some home w...,Nuance,3.3,Oxford,Marlow,,21 days ago,"Technical authority of solution designs for Nuance Business Intelligence systems.Responsible for optimizing, maintaining and supporting the Data Warehouse and…"
77,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
78,"Senior Sales Architect, Azure",Ensono,3.1,Oxford,,,30+ days ago,"You’ll be able to discuss and describe options that will enable clients to attain the full value of cloud, from automation through to use of IoT, Data Platform,…"
79,DevOps Engineer,Cortex IT Recruitment,,Oxford,,"£30,000 - £40,000 a year",30+ days ago,"An interest or commercial experience in Machine Learning, Artificial Intelligence and Big Data.Deploy and Configure our products to multiple Blue-chip clients."
80,Financial Accountant,Robert Half United Kingdom,3.9,Oxford,,"£45,000 a year",30+ days ago,My client is a software intelligence company providing application performance management and artificial intelligence.
81,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
82,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
83,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
84,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
85,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
86,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
87,.Net developer,Capita IT Resourcing,3.5,Oxford,Oxfordshire,"£50,000 - £75,000 a year",30+ days ago,"We are looking for an experienced .Because of this, as a .This company has been invited to speak at some of the biggest tech seminars in the world and you…"
88,Research Fellow in Deep Learning for Complex Activity Detect...,Oxford Brookes University,4.2,Oxford,Oxford,"£31,866 a year",11 days ago,As Research Fellow you will lead the Lab's efforts in the context of a new Research Agreement with Huawei Technologies on the topic of “Deep learning for…
89,"Placement- Business Operations (July 2020, 12 month placemen...",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Business Operations (July 2020, 12 month placement)-19001A9A.Placement- Business Operations (July 2020, 12 month placement)."
90,Software Engineer Intern,Oracle,3.8,Oxford,Reading,,30+ days ago,"These applications use data from Oracle’s Data Cloud, social media and other sources to produce automated insights using artificial intelligence."
91,Business Operations Analyst - Sales,NVIDIA,4.2,Oxford,Reading,,30+ days ago,"Artificial intelligence is no longer science fiction.Today, NVIDIA’s GPU simulates human intelligence, running deep learning algorithms and acting as the brain…"
92,Software Engineer,Oscar Technology,4.0,Oxford,Oxford,"£40,000 - £60,000 a year",3 days ago,"Their technology stack is pretty varied, so people that are masters of both OOP (Java or C#) and Functional programming (Scala), perhaps from really strong…"
93,Research Associate in Reinforcement Learning,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a vacancy for a Research Associate in Reinforcement Learning.
94,Software Engineer,Ultromics,,Oxford,Oxford,,5 days ago,The role holder will design and develop image analysis applications in line with company procedures and regulatory requirements.Your CV through Indeed.
95,Software Engineer,FISCAL Technologies,,Oxford,Reading,,30+ days ago,Exposure to Artificial Intelligence or Machine Learning technologies.Developing new features to enhance our new SaaS product using an up-to-date Microsoft…
96,Research Associate on “Unlocking the Potential of AI for Eng...,University of Oxford,4.3,Oxford,Oxford,"£32,817 - £40,322 a year",30+ days ago,"A new vacancy has arisen for a Research Associate in ""Unlocking the Potential of Artificial Intelligence (AI) for English Law""."
97,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
98,"Senior Sales Architect, Azure",Ensono,3.1,Oxford,,,30+ days ago,"You’ll be able to discuss and describe options that will enable clients to attain the full value of cloud, from automation through to use of IoT, Data Platform,…"
99,DevOps Engineer,Cortex IT Recruitment,,Oxford,,"£30,000 - £40,000 a year",30+ days ago,"An interest or commercial experience in Machine Learning, Artificial Intelligence and Big Data.Deploy and Configure our products to multiple Blue-chip clients."
100,Financial Accountant,Robert Half United Kingdom,3.9,Oxford,,"£45,000 a year",30+ days ago,My client is a software intelligence company providing application performance management and artificial intelligence.
101,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
102,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
103,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
104,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
105,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
106,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
107,"Placement- Corporate Citizenship Intern (July 2020, 12 month...",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Corporate Citizenship Intern (July 2020, 12 month placement)-19001AA4.Placement- Corporate Citizenship Intern (July 2020, 12 month placement)."
108,Research Associate in Bayesian deep learning / Reinforcement...,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a new opening for a Research Associate in Bayesian deep…
109,Data Solution Architect,Microsoft,4.2,Oxford,Reading,,30+ days ago,"The nature of the solutions we provide are varied and ever evolving, from high-level KPIs and trend monitoring, through to low level diagnostic analytics and…"
110,AI Industrialization Manager,Ericsson,4.1,Oxford,Reading,,7 days ago,The Industrialization Manager will lead a program to take AI (Artificial Intelligence) use cases from POC (proof of concept) to industrialized package for CoE …
111,Partner Solutions Architect - AI,NVIDIA,4.2,Oxford,Reading,,30+ days ago,"We are now looking for a dynamic, customer-minded Partner Solutions Architect who is passionate about AI (artificial intelligence) areas such as machine…"
112,Programmer - Gameplay AI,Rebellion,,Oxford,Oxford,,30+ days ago,"Develop and implement cutting-edge, intuitive artificial intelligence solutions for next-gen gameplay, debugging, maintaining and extending your own and…"
113,Research Associate in Bayesian Deep Learning for AI Safety,University of Oxford,4.3,Oxford,Oxford,"£32,236 - £39,609 a year",30+ days ago,The Artificial Intelligence and Machine Learning group at the Department of Computer Science has a new opening for a Research Associate in Bayesian deep…
114,"Placement- Creative Campaign Support (July 2020, 12 month pl...",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Creative Campaign Support (July 2020, 12 month placement)-19001AA5.Placement- Creative Campaign Support (July 2020, 12 month placement)."
115,"Placement- Consulting Support (July 2020, 12 month placement...",Oracle,3.8,Oxford,Reading,,30+ days ago,"Placement- Consulting Support (July 2020, 12 month placement)-19001AA2.Placement- Consulting Support (July 2020, 12 month placement)."
116,Partner Development Manager - ISV Recruit,Microsoft,4.2,Oxford,Reading,,30+ days ago,"Cloud and Artificial Intelligence experience is preferable.Business Orchestration: Ensure that you are leveraging the wider Microsoft ecosystem, our Market…"
117,"Senior Sales Architect, Azure",Ensono,3.1,Oxford,,,30+ days ago,"You’ll be able to discuss and describe options that will enable clients to attain the full value of cloud, from automation through to use of IoT, Data Platform,…"
118,DevOps Engineer,Cortex IT Recruitment,,Oxford,,"£30,000 - £40,000 a year",30+ days ago,"An interest or commercial experience in Machine Learning, Artificial Intelligence and Big Data.Deploy and Configure our products to multiple Blue-chip clients."
119,Financial Accountant,Robert Half United Kingdom,3.9,Oxford,,"£45,000 a year",30+ days ago,My client is a software intelligence company providing application performance management and artificial intelligence.
120,"Social Science Consultant Researcher, Institute for Ethical...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
121,AI Developer/ Engineer Institute for Ethical Artificial Inte...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
122,Senior Quality Systems Specialist,Ultromics,,Oxford,,"£40,000 - £50,000 a year",30+ days ago,"The Senior Quality Systems Specialist will implement and maintain the quality program and associated procedures to ensure overall compliance with ISO 13485, FDA…"
123,Software Developer/ Engineer Institute for Ethical Artificia...,Oxford Brookes University,4.2,Oxford,,"£35,845 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Ethical Artificial Intelligence…"
124,"Section Leader Validation and Regulatory Affairs, Institute...",Oxford Brookes University,4.2,Oxford,,"£41,526 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University institute for Ethical Artificial…"
125,"Validation and Regulatory Affairs Consultant, Institute for...",Oxford Brookes University,4.2,Oxford,,"£31,866 a year",30+ days ago,"Please see the attached Job Description, Person Specification and project information document about Oxford Brookes University Institute for Ethical Artificial…"
126,Software Architect,Taylorollinson,,Oxford,Oxford,"£75,000 a year",30+ days ago,"Location: Office based from one of 4 locations: Oxfordshire, Hertfordshire, Leicestershire, Cheshire.Sector: IT / Science / Engineering / Mathematics."
127,Conversational AI Consultant,Artificial Solutions,,Oxford,Newbury,,30+ days ago,"You will be focused on mentoring, designing, developing and maintaining natural language-based solutions in domains including artificial intelligence, machine…"
128,Senior Software Scientist / Developer in Cryo-electron Micro...,Diamond Light Source,4.0,Oxford,Didcot,"£43,790 - £59,245 a year",7 days ago,Experience of novel methods such as Artificial Intelligence would also be advantageous.Diamond Light Source is the UK’s national synchrotron science facility.
129,Cloud Solution Architect (ISV),Microsoft,4.2,Oxford,Reading,,30+ days ago,"Knowledge and experience of data, analytics, DevOps, infrastructure, functional programming, machine learning or artificial intelligence."
130,Azure Customer Engineer (Flexible location - UK),Microsoft,4.2,Oxford,Reading,,30+ days ago,"Artificial Intelligence, preferably using Azure Cognitive Services and the Microsoft Bot Framework.Azure Customer Engineers are senior individual contributors…"
131,Placement- Commercial Industries - Technology Sales Intern (...,Oracle,3.8,Oxford,Reading,,30+ days ago,"Working with data to understand business opportunities for emerging technology such as Machine learning, Artificial Intelligence, Internet of Things, Blockchain…"
132,Product Manager – PCM,Bottomline Technologies,3.2,Oxford,Theale,,30+ days ago,"""Great products require an intense collaboration of product management, design and engineering to solve real problems for our users and customers and to meet…"
